sentence_id,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
92,"[-0.004537587519735, 0.0055574947036802, 0.0417479514144361, 0.0436366642825305, 0.0087073385948315, -0.0008272713748738, -0.0716023024870082, 0.1103788792388513, -0.1625544831622392, -0.0018090677913278, 0.0850219554267823, -0.0732121099717915, 0.0108262737048789, 0.0204386509722098, -0.1200364442775026, -0.0050286777550354, 0.0513205690076574, 0.0852909189416095]","[0.0449489952431529, 0.0389075984537221, 0.0283658906632058, 0.0098177389330162, 0.0243442609236451, 0.0072488004341426, -0.1434874026594176, 0.0822912308331393, -0.1996982895204496, 0.0283658906632058, 0.0007390283018127, 0.0095109240760881, 0.0192282733902946, 0.027984130757573, -0.0757688958013889, -0.0077286715481287, 0.0459606020387365, 0.0710578780402669]",0.8276393093572209,0.8276431118429421,0.0930364754027246
93,"[-0.0154012003913521, 0.0302589405328035, 0.0057152416411554, 0.0001499254576629, -0.0285624416719656, 0.014407898299396, -0.0377223956747911, -0.032045615313109, 0.1113567203865386, -0.0777767334948293, 0.1051800773566355, -0.0844170449854573, 0.0555610471346881, -0.0847298212756868]","[0.0292936601964201, 0.0062025175267914, 0.0267685402177366, -0.0197170457732447, 0.0035325378288337, 0.0178184672490257, -0.0243087923549813, -0.0051348332931259, 0.0690545878426694, -0.0408982494462276, 0.0427551593285473, -0.0517013896508758, -0.0114760484439584, -0.0965728905778911]",0.8185098017708982,0.8187819077014853,0.18740265844132448
94,"[0.012878834066214, -0.0104685785772744, 0.0002516092208679, -0.027318029635353, 0.1063070344680454, -0.0686545422358904, 0.0167364781082142, 0.0204555269156117, -0.0066578823607414, 0.0317733080592006, -0.0467889291467145, -0.0110375800868496, -0.0409459187067113, -0.0034720471594482, -0.0474956385805853, 0.0123819487707805, -0.0448609275917988]","[-0.0081023656421027, -0.0094541334284255, 0.0067142015581957, -0.0092044211908489, 0.0113626349302364, -0.0055637429370096, 0.0048472639626565, -0.0028740207443908, -0.0184773792005018, 0.0078494272763976, -0.0081285700403203, -0.0099090664338686, -0.0176732328787228, -0.0087535599389509, -0.0179970557315377, 0.0078361289407055, -0.0086336416569315]",0.6709804251944225,0.6874686573621481,0.2545766544445379
95,"[-0.0715645445307018, 0.0459370708704227, 0.0029165625892346, 0.0302063928247662, 0.0026337758172303, 0.0082140390295535, 0.055364027415635, 0.0096177910163532, 0.0224097943137167, 0.1068634913099231, 0.0315288553247228, 0.0211553302360698, -0.0505915060639381, 0.0983047543559223, -0.0601838578586466, -0.0179195710807107, -0.0344843166822101, 0.0320530645258259]","[-0.1007759177207338, 0.1285083307284255, 0.0253137824391761, 0.0143816903883334, 0.0770861456324397, -0.0070477052723365, 0.0106691651287314, -0.0070477052723365, 0.0401759252552828, 0.0363535299697135, 0.0759862133810629, 0.0688006945793348, -0.0018290430653418, 0.037595679789972, -0.1025080607575088, -0.0010744674899456, -0.0093565915694489, 0.0473526185232474]",0.6753292428082046,0.6468222898555254,0.15335410285312268
96,"[-0.0078303129412233, -0.029518115799874, -0.0242378023685887, 0.0137633291305974, -0.0021729104337282, 0.057420065801125, 0.0352024476160295, 0.1916102462564595, -0.0117186873685568, -0.3512653119396418, -0.0955111419316381, -0.0213808023836463, -0.0299667762592434, 0.1989119139034301, 0.0173441277438541, -0.0651241084415232, 0.0530612937873229]","[0.051575630078527, -0.0389810981046998, 0.0438091929907235, -0.0034535887055772, -0.0264271637502098, -0.018290804264281, -0.0164453938304053, 0.1086651480305078, -0.043347433653535, -0.3236871316766778, -0.0668309810607631, 0.0514212817002027, 0.0492362966959717, 0.1271207303758125, -0.0022647282649614, 0.0313492649254846, 0.0235042293715883]",0.8714945211236937,0.8713457296493458,0.055217705670013745
97,"[0.0822502700611949, -0.0122775989584624, -0.5150163141079247, 0.0305811008438467, 0.0141079623717814, -0.0015968468505889, 0.1813126872875727, 0.1159611761686392, 0.0686628093244507]","[0.1344656375909836, -0.0353015779741103, -0.4101789815237973, 0.0636024657956429, -0.0215104151776669, 0.0312217572322858, 0.2143912112135072, 0.0819572794069095, 0.0366072850758523]",0.972242391756223,0.9757981283291474,0.028768862161559185
98,"[0.0472908597439527, 0.0031971111893653, -0.0205805874429643, 0.0656583304516971, 0.0670785209513269, -0.0093495410401374, 0.0080361141008324]","[0.0457029634996077, 0.001047549958192, 0.0331873344197292, -0.0159433005682464, 0.0470429563746736, 0.0552425271824098, 0.068378797636441]",0.290372811968638,-0.2700410471361021,0.45331828855427425
99,"[-0.0252331586088985, 0.1109712764155119, 0.000642754137516, -0.0799239007756114, -0.037773990057758, -0.0296027651784243, 0.0480969165437272, 0.0185933205430046, 0.0347641439147992, -0.0681618726375745]","[0.0362870771721941, 0.0354881139292284, -0.0142729158349397, -0.0642749890891426, 0.0260505157428988, -0.0028973530047379, 0.0157180314015972, -0.0382634417450987, 0.0128378565510446, 0.0437250533853143]",0.25702400412665966,0.26787821156499714,0.2719978914075768
100,"[-0.0039151309756562, -0.0273828142089769, 0.0201076759258285, 0.0343235350446775, 0.0344280985664227, 0.0166465126167167, -0.0583643603822565, -0.0344856866504414, -0.0629388553352328, 0.0154850321559933, -0.0200461350905243, 0.0289826429216191, -0.0124603298027068, -0.0100826167908962, -0.0137949670024681, 0.0132581054931506, -0.006361338077113]","[-0.0035134124050838, -0.0014064252910242, 0.0026067012427354, 0.0073561011542821, 0.0049067089280655, 0.0152356726744736, -0.008019730276644, -0.0098933569729474, -0.0118116665926138, -0.0016621810555937, 0.005198463464965, 0.0038946487405619, -0.0021469382565889, -0.0144502593584853, -0.0048652966606222, 0.0028779774543822, -0.0128366082259282]",0.6730462371571709,0.6610816112557365,0.2235104641714321
101,"[0.0156853082589805, 0.0815492528490722, 0.0184520327020436, 0.1789357436355203, -0.0726607237011194, -0.057497420348227, -0.0497047901153564, 0.0902499863877892, -0.0782456507440656, 0.1536233618389815, 0.1294362982735037, -0.0337718348018825, -0.0952208028174936]","[0.0517590050246205, 0.0896130896982526, -0.0264769726854757, 0.0921938629542163, -0.0200019708897704, -0.071908421755646, 0.0517590050246205, 0.0896130896982526, -0.0264769726854757, -0.0149639730549222, 0.0888023434168611, -0.0072679570066204, 0.0143757296098494]",0.6285465343662237,0.6018590271879672,0.27226659531898745
102,"[-0.109901581890881, 0.013757768087089, -0.0027052108198404, 0.0178346112370491, 0.0374266956932842, 0.0275086821056902, -0.0600892888614907, 0.0838762201601639]","[-0.019703702317594, -0.0092039509305836, -0.0230514169185135, -0.0324541350192393, 0.0234583243193927, -0.0075753098914403, 0.0303041776462831, 0.0479578932738915]",0.35942491724724485,0.35907173410273774,0.34542850070933817
103,"[0.0590698975138366, 0.0982179534621536, -0.0337003795430064, -0.0354828024283051, 0.0724155156640335, 0.1080651363590732, -0.0239115827716887]","[0.0457284380398528, 0.062150569274928, 0.0036303432270291, 0.0527643142893005, 0.0995256461632274, -0.0055370397430908, 0.0255827678825433]",0.5067781046754994,0.20851064290283614,0.4346484170861412
104,"[-0.0178954969160258, -0.0023899781517684, 0.0215673688799142, -0.0798236904665827, 0.0566606604261323, 0.0195295860758051, -0.3280699930619448, -0.0509372390806674, -0.0295413464482408, 0.361641244002385]","[0.0055658721402949, -0.0502468372523694, -0.0945918665482276, -0.0667004206616559, -0.0456274775445535, -0.0077693264787008, -0.2474088653588889, 0.0225252419054051, -0.0027618380717385, 0.2348422281857198]",0.8967798053778315,0.9122295943691765,0.07559691064841154
105,"[0.0009919766453094, 0.0039836422656662, -0.0142388094100169, 0.0261631368775852, 0.0509577434859238, -0.0095634244498796, 0.0389187507680617, 0.0117966990801505, 0.020605806435924, -0.0270563618396408, -0.0006000263965688, -0.0550235559931024, 0.0389387199538759]","[0.0801795914026222, 0.1091261534607216, 0.1036424853496055, 0.0770816560273457, 0.0057482699451746, 0.0057303204369379, 0.1091261534607216, 0.0307027903263911, 0.0335616107162877, 0.1036424853496055, 0.0770816560273457, -0.3076336998980202, 0.1587416502501759]",0.5957437540619643,0.5653883427633306,0.13372321545759142
106,"[0.1429621733841486, -0.0114168456639163, 0.0144645384862087, 0.0040534603758715, -0.0146669367677532, -0.0322670699679292]","[0.0640286905771892, -0.063311044249382, 0.023540995540048, -0.0609666564562863, 0.1260661426637922, 0.0588283183554517]",0.23524186983562106,0.1540546693856235,0.4860519635668771
107,"[-0.0055178987095132, 0.0170662390301004, -0.0370108103379607, -0.0174587848596274, 0.0196309803868643, -0.0076375154894776, -0.0136055626207962, 0.0112780267372727, 0.0540592118049971, 0.0351953473291359, -0.1064104129327461, -0.0037681963294744, 0.0169890625402331]","[-0.017576083965096, 0.0054802661380162, -0.003654625062731, 0.0473654919171258, 0.0349368683567382, -0.0236987392215011, -0.023511048173619, 0.0202927080121425, 0.0083334026083385, 0.0263454133591788, -0.1139195764075089, -0.0124871744712838, 0.0456775349701407]",0.7663159278787901,0.7676555912055545,0.08237013127000002
108,"[-0.0080920622567646, -0.0074163588578812, 0.0166429369128309, 0.0105075421161018, 0.004100510966964, 0.0195777664193883, 0.0664202176267281, 0.0083877342985942, -0.0094327761325985, -0.0446754705626517, 0.1165345264598727, -0.0731544024311006, 0.0304655715590342, -0.11542511486914, -0.0248816255480051]","[0.0014322780868553, 0.0090612579650436, -0.0014848937705982, -0.0177828280647381, 0.0315375267316881, 0.0036697041352079, 0.0254817487014379, 0.0063010470834236, -0.0035378677083561, -0.0251803957686883, 0.0724184204011973, -0.0465019840424511, 0.0018540920632974, -0.0509770256789914, 0.0135836956383928]",0.8765604573755236,0.8781302890819184,0.10408180010723199
109,"[-0.0150050499942153, 0.0437922363635152, 0.0175089708063751, -0.0132921824697405, 0.0081440061330795, 0.2822554938029498, 0.0092565933009609, 0.0056475846795365, -0.0342379940848331, -0.0268848870764486, 0.0086881841853028, -0.0457533402513945, -0.0100553301272157, 0.0086111070959304, 0.0144385279054404, -0.0093974341507419, -0.0196121328990557, -0.0560466650131274, -0.0084636540123028, -0.0004711408691946, -0.2397714107355568]","[-0.0014873330198216, 0.0092372713344108, -0.0026851172114147, -0.0067336630806888, -0.0081101110796378, 0.0067096597352841, -0.003398130745604, 0.0067409002194454, 0.0019988788283609, 0.0085786625781755, 0.011526539024111, -0.0041294969858475, 0.0076305318969292, -0.0157073122982498, 0.0067409002194454, 0.0090779422550702, -0.0038179662144584, -0.012381661528123, -0.0067913879730954, 0.0025366196690578, -0.0089422603748487]",0.3693760562215452,0.3688878042914112,0.21595091190712393
110,"[0.0442507315892726, 0.1470445424783975, 0.0003680258523672, -0.0063757936004549, -0.0215492206043563, -0.0064424913725815, 0.0107798347016796]","[0.035353091364419, 0.0261798679413216, 0.0469238117012016, -0.0102283002779143, 0.0614273837232345, 0.0043966254941881, 0.0443732687377044]",0.2968504802434497,-0.043571250036877035,0.44302850012605155
111,"[0.1013077888637781, 0.0380805437453091, -0.0130068559665232, -0.0021585247013717, 0.0099432490533217, 0.0669899914646521, 0.0541420758236199, -0.0172951000276952, 0.0473464252136182, 0.1961266407452058, -0.038316257239785]","[0.0298035620415007, 0.1205362779691568, 0.0648943854408715, 0.0157045320800718, -0.0420059621914462, 0.0458759762656075, 0.0026401166867036, 0.0277379318314496, 0.0573296892853525, 0.2685108584616955, -0.0556477297176245]",0.8336986152500298,0.7729855030277671,0.21339375397869736
112,"[0.0608230242505669, 0.0336878066882491, -0.0080274301581084, -0.0232232180424034, 0.2916184561763657, 0.0657933946204138, 0.0753634223219705, -0.0764760050369659]","[0.0242415672430109, -0.033667052692637, 0.0282667937748932, -0.0099931239345368, 0.0484622939855897, 0.1868666632847868, 0.0200397368635832, 0.0663270485058025]",0.33669961217043093,0.11484490003507847,0.3932977664735304
113,"[0.0697706397622823, 0.0262968651950359, 0.0133019295753911, -0.0005236995639279, 0.0222449521534144, 0.1192651852034032, -0.1797143137082457, 0.0040282905101776, 0.1537152957171201, 0.0078992070630192, -0.1074577737599611, 0.0172279151156544, 0.00041397777386, 0.0058240594808012, 0.1962918059434741, 0.0417423953767865]","[0.0957808508698759, -0.0186552145538587, 0.0529062923370921, 0.0134592605041404, 0.0019796960168018, 0.1634974481160274, -0.0698381125485928, 0.0650165039149953, 0.0696770071859847, 0.0644484027147381, -0.0780913680968256, 0.0165243008779885, 0.034439831161512, 0.0650165039149953, 0.1135785151425797, 0.0132574833463438]",0.8011752286308776,0.8040149238249475,0.13877146740424304
114,"[-0.063242565607652, 0.0094692448619753, -0.0419279603520408, -0.0407095932168886, -0.0072873429162427, -0.0237933859461918, 0.0138982178177684, -0.0206167178694158, 0.018401256413199, 0.1786589835537597, 0.0895847852807492, 0.1162144753616303, -0.013479029526934, 0.1967737658414989, 0.038460022304207, 0.1472557880915701, 0.0208763391710817, 0.0459376610815525, 0.1061858814209699, 0.0434834798797965]","[0.0665761378684378, -0.0242011665902687, 0.0909124927724071, -0.0445319100636518, 0.0012735502408602, 0.0024695817370323, -0.1147052351293937, 0.0572263048351102, -0.0526394138534917, 0.135426375034011, -0.0429861332260867, 0.201431077681262, 0.0889838393258417, 0.2257403171652485, 0.0057253435414379, 0.1531042925878906, 0.0572263048351102, -0.0147639546892071, 0.0691477277284166, 0.0768709623733305]",0.6748074623137765,0.5761281341454293,0.26396339445157807
115,"[0.0428356045158579, -0.0202512968098744, -0.074690282694064, -0.0802925260504707, -0.0379471605410799, -0.0005572662921622, 0.0035925834381487, 0.2857267431973014, -0.0394050527829676, 0.2659810215700418, -0.0094104502350091, 0.0397626881022006, 0.0117012334521859, 0.0199449891224503]","[0.0207364290512523, -0.0108754317640109, -0.0388834447441495, -0.0177721899391487, -0.0079866193778959, 0.0091166577109296, 0.0375352991564208, 0.2048596126134986, 0.0096748298433236, 0.180474485913252, 0.04390424688283, 0.0660397806474474, -0.003439163382105, 0.0636969321142685]",0.9340551393043839,0.9604971586366005,0.1331864756935685
116,"[0.0443203500472009, -0.0747454273514449, -0.0283236391842365, 0.0356903299689292, 0.1318732181971427, 0.1443094791902694, 0.072225139796501, -0.0037156401376705, 0.1078313975231139, 0.1150844814037554]","[0.0518635464388821, -0.0914638849456873, -0.0013189911221291, -0.0248566390755142, 0.0937135237770719, 0.1329882620059345, 0.1257735486874892, 0.0186880539704463, 0.0787322464704962, 0.1155784065143126]",0.9309593889596924,0.8937198607719009,0.09278682871370028
117,"[0.0022747195325791, 0.0168711575679481, 0.0435036725830286, 0.1953631641808897, 0.1027917729225009, -0.0699047564994543, 0.0878930748440325, 0.0153905660845339, 0.0118146991590037, -0.0035404098453, 0.0822382336482405, 0.0216294028796255, 0.0495995716191828, 0.0482497331686317]","[-0.0081052651168583, 0.1000962267690002, 0.0714153035053398, 0.1274137658974861, 0.136840702803261, 0.0714153035053398, 0.0287036963179167, 0.115945049608295, 0.0490461677781731, 0.0297634105899601, 0.0435110978969776, 0.0250743049708667, 0.0962677434187958, 0.0337223077066103]",0.6698572979166202,0.4038894333740619,0.2684816176373749
118,"[-0.0195090917404741, 0.0134934599045664, 0.0177949098870158, 0.1344973039813339, 0.0065889479592442, -0.1095792632550001, 0.5587890919778147, 0.1902906670220545, -0.1281101477798074]","[-0.0640269307823728, -0.0337475792884227, -0.0333294584752709, -0.0104296860080952, 0.0291864577785703, -0.0261325404483952, 0.617502815124214, 0.2207809210585269, -0.1502733267761606]",0.9558313135690132,0.9551257159316486,0.14072423795041086
119,"[-0.0643338843947276, -0.0979639346478506, 0.0402680683182552, 0.0609492926159873, -0.02046142029576, 0.0007963778916746]","[-0.0504434568153595, -0.0620490331702339, -0.0641407318900033, 0.1105369010915691, 0.1355322767899719, 0.5923325611047948]",0.12787111796891823,0.2621081111097716,0.4209239561981697
120,"[-0.003923138603568, -0.0227983407676219, 0.0691781211644411, 0.02999734506011, -0.0486405859701335, -0.0463545848615467, 0.0659507550299167, 0.1630630660802126, 0.0697579032275825, 0.2097765661310404]","[-0.02408966951168, -0.0810362012701438, 0.0290418052906957, -0.0193923033457529, -0.048611120979972, -0.0810362012701438, 0.0173030301271353, 0.0733790975194405, 0.0357083766097208, 0.3377862831800595]",0.857233486748395,0.895037549223336,0.18180315012280882
121,"[0.0478378896368667, 0.0055323449196293, 0.0062067969702184, 0.0727453450672328, 0.0566831729956902, -0.1357071663369424, 0.0122989722294732, -0.0051496961386874, -0.008117584104184, 0.0643906426266767, -0.0041614507790654, 0.0333230125252157, 0.0211823156569153, -0.0710098450072109, 0.1667694069910794, -0.0054973261430859, 0.132467467803508]","[-0.0143074383894524, 0.0399916054135602, -0.0105874607366164, 0.0793985564154677, -0.0949048947108296, 0.1001880373886167, -0.0451080620783936, -0.0143074383894524, 0.0399916054135602, 0.0593790099956044, 0.0365095061319869, -0.0010272478484667, -0.0402114712073499, -0.0457295427247487, 0.1585746186247677, 0.0255077110932607, 0.0652909467354354]",0.3422297522468359,0.26879498071391295,0.2665939137548192
122,"[0.1302504395134747, 0.072937844786793, -0.0398035421967506, 0.0165763841941952, 0.1134489811956882, 0.0948905292898416]","[0.077073166788716, -0.0395435205059335, 0.0559675751507275, 0.0603015543619146, 0.0491651273643818, 0.2949211734591314]",0.571727149313337,0.2013795683833105,0.38710251601130813
123,"[-0.023527942597866, 0.0489411754533648, 0.0049924231134355, -0.0184452817775309, 0.041369593818672, 0.0146344893146306, 0.0399785709450952, -0.0325926461373455, -0.0430364160565659, -0.0035172187490388]","[-0.0062843315857611, 0.1219780423589362, 0.0525927303998787, 0.0009965620527935, -0.0223007287803912, 0.0340498861907858, 0.1489260314346823, 0.0525927303998787, 0.0344893305888101, 0.198471882141456]",0.2777235788375685,0.2917535341574385,0.362417533250023
124,"[-0.0378747063223272, 0.0149457845836877, 0.0142964255064725, 0.0102320804726332, -0.0664071623468771, -0.1313185027102008, 0.0348745661322027, -0.0182798649184405, 0.376313078450039, 0.3432384834159165, -0.0171029772609472]","[0.1380185642300574, 0.1352850213010129, 0.0361353535814408, 0.0286394901129493, -0.0276194122748275, -0.268232034729902, -0.1684791643734631, -0.1761487745711091, 0.3377331068344208, 0.2241569531153242, -0.0120496195332514]",0.7635174808253115,0.7657564895247766,0.18848753733166124
125,"[0.1510198499308899, 0.0526638507144525, 0.0588105310453102, 0.267090575187467, 0.0156339299865067, -0.0593297028681263, -0.0049555039731785, -0.0137912459904327, -0.0426466834032908, 0.0374327531899325, -0.11698613880435, 0.1198082567716483, -0.014866668760078]","[-0.0123716259711159, -0.0755004121224431, 0.0684093575526772, 0.211759293262384, -0.0002274304706469, -0.0017828012298006, 0.0684093575526772, 0.0272149260945269, 0.0015046697802713, 0.1243153534525964, -0.037109867271886, 0.0095603111228254, 0.0516252719849175]",0.6070371081625137,0.5436232017714299,0.26571970895780717
126,"[0.062891247565858, 0.0574232722865417, -0.01706133922562, 0.0018290164880454, -0.0082275371532887, 0.01086554559879, 0.0013677128590643, 0.0099274455569684, 0.0372148432070389, 0.0931613611755892, 0.0338792202528566, 0.0873097421135753, -0.0075837520998902, 0.0784883596352301, -0.0749957958469167, 0.0330991270020604, 0.0456360257230699, -0.0086313851643353, 0.0182097798679023, 0.0355372172780334, 0.0935110842110589, 0.0276531915878877, 0.0797962914366507, -0.0627217064757132]","[0.0501261281641562, 0.1476837685844663, 0.0377082870416446, 0.0649275154801792, 0.0038223181455242, -0.0148045890419297, -0.0103687811570546, 0.0308155062807906, 0.0299000843399751, 0.1001459214916255, 0.0559011271246172, 0.0602871538887018, 0.0226981289127234, 0.0722759661235776, -0.0200690827618892, 0.0193985666847314, 0.0308155062807906, -0.0208490789323802, 0.0603361677813307, 0.0052536529031792, 0.1396159747342582, 0.0340401682009481, 0.0938434132486478, -0.0299920506862516]",0.827530980940692,0.7587789471398962,0.16951857118190916
127,"[0.1128739829873666, 0.2340084292227402, -0.0099394286517053, -0.0182139810640364, 0.1796378935687244]","[-0.0736600339755813, 0.2017934485445603, -0.1083975099083331, 0.1080015035230343, 0.4121000359190496]",0.7234537902103102,0.6088193423397239,0.35734054462863085
128,"[0.1936674054013565, -0.1304264515638351, 0.1483871985692531, 0.2893183833220973, -0.0468969976645894, -0.0576593384030275]","[-0.0514792523291281, -0.2475179250365888, 0.1919280367442707, 0.2833973633016081, -0.0754232648529316, 0.0255491513778929]",0.7650788940485995,0.7877344951780314,0.17601076135721913
129,"[-0.0548768868320621, 0.0693487967946566, -0.0495466749416664, -0.0152161178411915, 0.0402438833552878, -0.0115862921520601, 0.0458067081017361, 0.096672006900917, -0.0111402585098403, 0.0013911904316046, 0.0427703005407238, 0.091182569754892, -0.0962634109309874, 0.0166899449832271, 0.0217764927074313, 0.1164809698238968, -0.0185568528249859, 0.0332413343712687, 0.0608890496951062, 0.3219526298635173, 0.076330108277034]","[0.1101196701558405, 0.0224500352833444, -0.0192000010695503, 0.0455397984073413, -0.0667284206683767, 0.1587976783579155, 0.0805738287696159, -0.0569590614126674, 0.0064106153489329, -0.027792876981845, 0.1108272400926265, 0.0061289417313046, -0.0127840333348765, 0.0087818563538512, 0.0921234962710925, 0.096229391199211, 0.0345043686238396, -0.0158360935341157, 0.093213408526265, 0.3940753912352069, 0.0453022766395252]",0.6900511169247517,0.616819672130435,0.274598737474348
130,"[0.0723086808866355, 0.0605804327933583, 0.0519168928149156, 0.0073611722327768, -0.0376976919360458, -0.0167881965171545, 0.0373095697723329, 0.0697129431646317, 0.1239072603639215, -0.0443459111265838, -0.0651072693290188, -0.1492089090170338, 0.1427437410457059, 0.1241222935495898]","[-0.0044863873276213, 0.1326597128750636, 0.0677778210618008, 0.0349712701595479, -0.0126016564645173, -0.006183076976939, 0.0037291787441671, -0.0205517597780247, 0.0927113630655801, 0.0037291787441671, -0.0477270238558013, -0.2048365914347202, 0.1794757950620271, 0.1894861487715669]",0.8745737564685215,0.8625081858340833,0.08278875485041898
131,"[0.0204373439773917, -0.0802538534626364, -0.0132715441286563, 0.0468183257617056, 0.5945953405462205]","[0.0041486278812533, -0.0757305093148078, 0.074745731539786, 0.0193854317136586, 0.5939002594679462]",0.9879208452196806,0.9859479725008179,0.10045589491143044
132,"[0.0810381023911759, 0.0346431642537936, 0.0544812403386458, 0.0214725424302741, 0.0102807899238541, -0.0508691602153703, 0.0661345090484246, 0.0680534288985654, 0.1096258062170818, 0.0157174606574699, 0.0053055058233439, 0.031024357303977, -0.0238087848993018, 0.0488813830306753, -0.007826337008737, -0.0019614541670307, 0.0214828131138347, -0.0207919428939931, -0.0363430838915519, 0.0024621625780127, 0.0203294866951182, 0.0097788207931444, -0.0011002878891304, 0.1906259927200153]","[0.0356414947894355, 0.0040640714718549, 0.0671715890292472, 0.0644049445632704, 0.0137147807842064, -0.0066874290838736, 0.0305650201190143, 0.0059299378473428, 0.1235263602655132, 0.0030979779905451, 0.0099545768335927, -0.0070150633966033, -0.0194245277424151, 0.0087799263110946, 0.1176158154478728, 0.0087799263110946, -0.0070150633966033, 0.0012665176719207, -0.0479485475941738, 0.0496840605675726, 0.0466163070383447, 0.0655988102064588, 0.0004926577713883, 0.1630984281405175]",0.7477666143659466,0.6648988767533711,0.19746476553090042
133,"[-0.0055220234207808, 0.0008889460004866, 0.1144707470666617, -0.1176090908702462, -0.034861288499087, 0.8376557691954076]","[0.0315674471105158, -0.0889720218417714, 0.1335049527322218, -0.059892770050053, -0.0163414558014933, 0.7017805696905703]",0.9880469374154442,0.9861078065397576,0.19183361230966423
134,"[-0.0466103390790522, 0.0312035572715103, 0.1049513821490109, 0.0764710898511111, 0.0083239910018164, 0.0939716629509348, -0.072745572135318, 0.0794332392979413, 0.1297580681275576, -0.019177604233846, -0.038569058291614]","[-0.0480743742479665, 0.023573722314832, -0.0602829313172739, 0.0638140651400924, 0.0355306909714454, 0.0515331542675354, 0.0034260039281633, -0.0533072204267903, 0.0041715378529661, 0.1175195468838535, 0.0023379498386094]",0.00888426388248086,-0.10734101970792467,0.4048376488405336
135,"[0.1560876863077283, 0.176406112499535, -0.0775914280675351, 0.020928282290697, 0.2720453510992229]","[-0.0293597291772234, 0.0870400608332135, -0.0498508951075443, 0.0760306412685422, 0.3514403637927009]",0.8100411164633902,0.7277668785377922,0.2633140409764183
136,"[0.0196790832560509, 0.0450925568584352, 0.0404090940137393, -0.0373610437964089, 0.0616716808872297, 0.039432082674466, 0.1150217514950782, -0.0690217220690101, 0.1007018459495157, 0.2864229108672589, -0.0123362871818244, 0.0384240095154382, 0.0355582907213829]","[0.040474185988371, 0.0749393653344119, 0.0501821906645778, -0.0642059659795428, 0.1123022620357498, -0.003959745110081, 0.0974580186125164, 0.1123022620357498, 0.1160362574044949, 0.1912623474243278, 0.1102010065632555, 0.06972506466289, 0.005033536274447]",0.7249828294095859,0.58970871275725,0.2458719235092247
137,"[-0.0280126232246402, 0.0485703930899035, 0.0703923466935521, 0.038941621853155, 0.0762449555331841, 0.0343306520953774, -0.0083320359699428, 0.0011881440877914, 0.0481987367274996, 0.1691083611476642, 0.0951994161951006, -0.0532779983550426, 0.0017717979935696, 0.0335534688856569, 0.0788948869376326, -0.0430444290977902]","[-0.0287985518265789, -0.0030133309900697, 0.0709307751814296, 0.0998557179053168, 0.0488510363667395, 0.0648876204720119, -0.0002925275447456, 0.1184613848431712, 0.0053778592653301, 0.2732857758451836, 0.074782144374994, 0.0283595901720392, -0.0062847702849108, 0.1361423270797425, 0.0556528803402119, -0.0436412866155362]",0.7975771846326034,0.7048330460442096,0.22038497114011066
138,"[0.0582967055961489, 0.032670053653419, -0.0056371754035353, -0.0078733367845416, -0.001085607917048, -0.0062123109819367, 0.1617885994492098, 0.066732155974023, 0.0969583432306535, 0.0699537840555422]","[0.075618272835493, 0.0214528227026211, 0.0778497331622655, -0.0409276806504563, 0.0404205153723948, -0.0086823635417385, 0.1362635834452125, 0.0228977715229556, 0.073006861530068, 0.0424212196207703]",0.8484372565960758,0.7246918423470414,0.2867056915365667
139,"[-0.0334510888205841, 0.0509219911182299, -0.039677295833826, -0.0143797486089169, -0.025977433018852, 0.0305947928573004, 0.0019731792272068, 0.1272017770097591, 0.0115350366104394, 0.6144891253206879, 0.0495521798729896, 0.0235383175313472]","[0.0491644617921219, 0.0750481297742522, 0.0346742183431018, -0.0053272362383901, 0.036190834364572, -0.0225322477458477, 0.0326476653686389, 0.0689519356209248, 0.0371588098890905, 0.3598252193507265, -0.0745130513012403, 0.2016611071529973]",0.8239551955587143,0.7984796695352407,0.3523096132784865
140,"[0.0294721235986799, -0.0658110382501035, -0.0813618432730436, -0.009255280252546, 0.0756740234792232, -0.0207064887508749, -0.0477223338093608, 0.0267795349936932, 0.0331676062196493, -0.0180098682176321, 0.0661900730337947, 0.4990109698846936]","[-0.0230566633633419, 0.0361546632478635, -0.0626288663005005, 0.0156207254103808, -0.0125362107964256, -0.0174972325617301, 0.0156207254103808, -0.0187260093129028, 0.0529178386467639, 0.0024491623926397, -0.0141468453979741, 0.4403525529151156]",0.9298371297035403,0.92448118834964,0.21131405562760772
141,"[0.0265294034034013, 0.0335129518061876, 0.0721666683384683, -0.2148442995676305, 0.1591155206260737, 0.2845037186925765, 0.0578425180283375]","[0.0014661019453858, 0.009180898466463, 0.0193659716489209, -0.1318581087133181, 0.160348289284628, 0.2588154383715453, 0.111809355634582]",0.9586989901403753,0.9530418043166932,0.06812352862694455
